"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"SL.GDP.PCAP.EM.KD","PIB par personne employée (dollars PPA constants de 2011)","Le PIB par personne ayant un emploi est le produit intérieur brut (PIB) divisé par le total des emplois dans l'économie. Le PIB à la parité des pouvoirs d'achat (PPA) est le PIB d'un pays converti en dollars internationaux constants de 1990 au moyen des taux de PPA. Un dollar international a le même pouvoir d'achat par rapport au PIB que le dollar américain aux États-Unis.","Organisation internationale du travail, ILOSTAT.",
