"Data Source","Indicateurs du développement dans le monde",

"Last Updated Date","2023-07-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Sainte-Lucie","LCA","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35706.4816837538","37316.7584146726","36349.5472619135","35919.1420949856","35051.1165152259","35369.2419237406","36067.4793173337","37997.2184078831","36529.5392525719","35118.700134793","34059.4213565168","34167.0583638286","35586.1077140225","36742.0528129819","34792.2180892411","34997.9890722598","34038.8063012198","34484.9098278987","33872.19266334","33942.9656192744","35369.877499943","33889.7395482902","33991.9484927924","33503.2164976367","32704.7571423269","32955.2926683686","33281.7045895571","33872.2569699804","32394.5510459011","27035.1720885068","28954.4094992457","31952.0684390654",
"Amérique latine et Caraïbes","LCN","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28998.0121931756","28997.724404718","29512.1564561993","30474.460446182","30296.3801489385","31193.2581569888","31685.6226097305","31879.474957371","31697.159161883","32153.2937745037","31479.8210351259","31114.4573283547","31134.060325808","31784.8323471864","32069.5802103037","32722.3043179634","33780.896512088","34345.8729217816","33307.3672855787","34870.9621901931","35891.840502283","35890.2942715629","36449.8129952728","36472.0456967964","36327.1688845808","36334.1534419798","36522.1926266121","36513.8345147204","36285.6620419339","36941.0688243962","37133.8061941968","36754.6190821764",
"Pays les moins avancés: classement de l’ONU","LDC","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4456.56111766854","4363.31575440556","4256.89767825736","4163.39976655312","4280.50357816204","4408.15326354817","4544.23014624777","4597.22699059322","4664.55261458602","4745.21418089925","4876.59597022982","4980.91129708788","5108.08819605506","5296.19293954738","5546.61971029171","5804.41542613761","6119.85351578466","6392.33292004321","6525.03982342964","6773.96733148631","6941.64127002736","7070.87114535818","7285.43371068309","7542.16028286384","7705.51401617947","7894.60074237388","8040.04487938224","8198.96100948255","8408.32124496531","8443.48101051359","9062.56174017","9177.64403273964",
"Faible revenu","LIC","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3600.91467847205","3440.22598931644","3372.59906435306","3280.17802565714","3338.08181531077","3431.05033310284","3594.34259913562","3603.38659577934","3620.15350001869","3632.11856533984","3737.29519066277","3775.05794009726","3850.50373838604","3971.25115963176","4117.2215097486","4277.35330252988","4457.19925899701","4611.41887758289","4647.77184411555","4852.29819319457","4885.85757499213","4790.42287158304","4915.56995712927","5098.681106101","5207.89443453101","5305.74930769862","5374.94456477224","5421.50905473318","5488.71752505914","5475.72814209371","5566.03441658477","5590.89234492369",
"Liechtenstein","LIE","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12093.7694058331","12857.1456761567","13398.6088078275","13677.01930002","14600.6524332774","14611.1887887257","15232.0036780469","14553.210647049","15346.8820362649","16398.7354193434","16058.4957536126","16705.7540664123","17453.9634948505","18303.358071425","19167.8094102724","20236.1315747075","21330.0820457675","22263.2487703415","23061.3828113585","24487.4312206954","26359.4259196779","28479.6096735132","28973.3209725741","30897.9872051575","31756.7471860208","32993.3553628595","34638.2415722333","36682.3560244287","35995.2983962705","34704.9909766636","35100.3137730765","33284.7629977215",
"Revenu intermédiaire, tranche inférieure","LMC","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9577.9869172002","9540.12312209149","9334.88368615872","9182.93152987545","9297.52410171199","9511.07828936157","9550.38642791209","9676.17450279088","9882.42808567062","10054.2814477831","10296.6310793623","10594.167550598","11091.2282129926","11630.0142963916","12131.4748588095","12648.8252487393","13234.4689751855","13470.6605474274","13772.4102007939","14361.2920099997","14820.6964819654","15279.131878444","15862.0910947305","16554.740006263","17211.4314818245","18062.5392837048","18822.4408984899","19544.9149467851","19459.1945801081","19375.8962316945","20251.4693386207","20913.3402127948",
"Revenu faible et intermédiaire","LMY","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10662.1520050725","10528.0104342953","10617.0370138939","10654.4942750209","10835.4212013848","11172.1777005804","11460.1847244774","11463.6259439746","11653.5839628321","12060.1124662119","12331.7850091037","12720.0814432876","13287.0098624781","14034.8081463549","14777.9953136491","15651.1773214076","16663.193308586","17329.7306453228","17585.7773310327","18637.9487824314","19451.7439547846","20230.894390113","21097.2794429694","21890.602257091","22629.6042894562","23490.4650189878","24454.8792078631","25369.2045234086","25790.3143413336","26120.6626958539","27214.7795697944","28498.796731303",
"Lesotho","LSO","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3750.10889699041","3942.10772654599","4017.65539903035","4186.5271887012","4261.78587156643","4431.50568193897","4536.61245269941","4553.48976232934","4531.11262250487","4688.65716850478","4855.38176540239","4904.41239419144","5141.68177768429","5265.80241155698","5483.07473370227","5735.28133596308","5972.7283129857","6285.2498562025","6207.23818351982","6509.26262313827","6793.55482299287","7195.61769109479","7307.42306685188","7348.00531198989","7486.10409371093","7650.68541127027","7321.49358278898","7102.85273164491","6943.60096656332","6642.48872175669","6642.00597921669","6555.42641463806",
"de dividende tardif démographique","LTE","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10409.1454650977","10130.1036284586","10331.3783515567","10544.5362870269","10922.3404098583","11301.2422879956","11704.7359277112","11784.4308678807","12129.2828674599","12778.8891096824","13298.3088829084","13933.0582125966","14753.151860933","15720.4446132947","16672.9972943004","17964.8443579624","19531.0424089621","20718.3010317911","21265.3659571408","22760.4144977805","24103.4107120057","25313.3189267387","26553.0363551871","27697.4657072462","28793.4993269548","29996.5045180325","31474.7446310359","33016.0441801351","34469.4151234139","35672.8623442699","36889.8365870625","40067.3799793405",
"Lituanie","LTU","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26081.5793311897","27469.141616173","29394.4215530222","31882.1765813954","31351.0427228685","34033.4530936612","37433.3530071771","38592.8353470722","41396.5795993317","45530.6942751687","48999.6170654208","52674.6830613752","57624.7917334515","60165.6219256154","55695.1533052627","60229.377018409","62723.1255001657","64019.0798366773","65404.52065415","66382.2183263043","66927.4780611649","67289.0051274257","70342.9539685536","72094.1781918289","75139.4929579975","76379.9598779552","80090.6195166647","78683.7773284104",
"Luxembourg","LUX","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","180461.422918154","176995.67175374","185915.88436222","193387.310739679","199877.809386276","200365.290476524","206332.615187542","217548.570820949","227138.948367788","234950.034325711","236132.955496738","238855.146806064","247195.603891738","253600.20545511","251300.291528365","261696.018805552","275389.998694819","271146.355770747","247567.043550227","251667.279378671","249696.798061051","242656.823552867","243363.780157903","240638.933356715","242333.12379004","251829.748263443","244835.850176889","240694.860762986","238213.553025615","234646.904946522","234497.212176611","233969.091999056",
"Lettonie","LVA","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24879.0853855918","26301.0345563177","26804.0975423733","28689.8591813011","29927.3413136332","32718.4884647121","34549.7045290303","36244.3214829516","39204.9344394908","42277.1850581204","46226.6431929695","48867.4338251752","52431.1843780805","51057.1242424496","50958.1648284391","52036.1982162772","52611.4601922312","55199.5994822134","55270.5910134893","56483.2897181641","57851.8219597238","59408.1207452048","61032.4237212356","62534.3170257822","64117.4478791283","63943.8453419721","68310.4576072201","67824.0181650661",
"Région administrative spéciale de Macao, Chine","MAC","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","114580.920867308","125278.877306102","124842.902426404","124524.167741038","124326.635716643","119445.876829705","113133.871248828","107634.189406051","104374.202551877","108276.440147425","108387.877179379","114719.227195263","127079.611078011","149805.817983724","151120.480896477","159232.23624369","167432.832224113","163682.967105364","160714.268857416","193154.450849489","224919.518218557","239751.915879833","260405.142202906","248614.128324487","193433.174523394","191690.542297314","208001.610353393","216843.907714245","209150.737986758","97740.8672337745","112363.417519527","81997.0221080715",
"Saint-Martin (fr)","MAF","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Maroc","MAR","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16454.7239982928","15687.255810574","15131.8906205049","16378.8067164043","15057.7750751461","16528.5889447381","15863.950272143","16604.8366835413","16497.3471840274","16436.041216899","17142.5291256763","17421.9246954809","18188.9259025242","18406.1557515384","18632.2837352115","19379.5972421531","19629.425168684","20361.2493174052","20810.0892924864","21410.3634121465","22376.2488656044","23056.9546341923","23736.6102262201","24262.1541700746","25191.9894018741","25403.9598660118","26893.3305754037","27378.6387386694","27820.1338283172","27201.4592572827","27600.1801203468","27333.2198613784",
"Monaco","MCO","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13990.9752176657","13356.4907739121","13563.8004508547","12726.0845854055","12282.7280381756","12135.3188247664","12772.400661413","13786.60834856","16232.515601013","18070.2886157698","19541.7782967646","21553.2482997466","22321.943682307","24038.7601961746","23992.8783920091","26703.0558466863","27555.1535093922","28066.1677521236","29955.8404678706","29712.5141156848","29463.0195256397","30925.2442950014","33376.6618964869","35870.9275382378","39564.1759451569","38026.0168717154","42636.8374468309","39273.4392731682",
"Madagascar","MDG","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3675.24419178354","3600.04743270844","3562.15210837506","3451.56252791731","3401.32560502393","3367.51817163907","3385.05346934552","3411.49330935599","3464.65697457709","3511.47295211329","3588.4965744525","3046.01487468632","3223.92091179579","3246.99205522875","3252.12329071882","3326.47141224511","3412.33304188187","3533.0948678484","3295.56347186504","3215.56147470578","3098.96497548898","3030.81149097928","3012.8636742372","3027.6535410712","3039.21796554175","3068.55405520816","3097.12590375566","3104.47901232043","3148.94709939507","2880.56730963157","2939.79235199522","2933.50004676765",
"Maldives","MDV","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37904.0907830008","38946.3733239832","40196.1831133294","41135.6717381411","41568.5204564585","41026.603123212","38419.5618540173","40234.1311202776","44744.4041005035","46403.2627159488","39434.3368835817","48502.7369676936","50147.1694500169","52841.3990737733","47236.7714742294","47021.6604252658","47470.6770684627","45389.4997382638","45629.4151109608","45630.4327148529","43527.2631920099","43105.2601686735","42820.275661943","43117.9860371073","43364.3526232051","30075.7867149612","40444.9591750336","44344.3231539689",
"Afrique du Nord et Moyen-Orient","MEA","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44794.8668561248","45317.9358862161","44897.7978354425","44385.0281638877","44538.4875682493","45103.2900508535","45063.8439282492","45773.0332619197","44893.7663233212","46650.4204609694","46293.3809149834","46265.2928595168","46988.2380680425","48223.121669866","48924.3779151045","49609.7869542845","50160.7989763581","51154.7682587722","49820.6209978982","50737.1531082727","52150.2841697093","53325.8862185926","52929.6111817474","53839.8312848891","54382.6108714793","55577.5097739678","56130.2573477763","56267.0034812698","55562.5391109402","55022.9854953034","56194.1519913779","57500.9396537277",
"Mexique","MEX","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44673.7901330386","44584.1666205576","44338.521723043","45799.1338638796","42982.6799850997","43956.9403289954","44267.9186511846","45446.0071681899","45677.7075362041","46991.7860362906","46267.8610349604","45807.6231851776","45433.0362746792","46013.0025136778","45340.8120015443","45853.3461056203","45980.8466832985","45961.0377344306","43471.0750727213","44919.1012155603","45498.0082420281","45571.1212199747","45447.0612036939","46232.0352758763","46571.0501019471","46829.9594325824","46975.7954295893","46961.5206651849","45764.596796999","45491.29408798","44240.7679519638","43910.8954069469",
"Îles Marshall","MHL","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Revenu intermédiaire","MIC","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11137.4813224541","11008.4619010744","11113.7738483639","11164.4371084414","11361.4633417928","11720.3855388236","12021.5355871837","12028.9006978221","12234.5543715037","12671.3600703666","12964.8993326856","13389.6670485756","14004.8018547841","14810.981904499","15613.699537492","16551.5995633577","17638.1880403168","18359.1806014445","18652.9632592715","19788.950109739","20683.5134150081","21552.2266031081","22510.2693671485","23381.4309264035","24205.3956438723","25170.0364986627","26253.1106476375","27285.7183453054","27762.4863871756","28217.3855356673","29354.7780670159","30882.1860495567",
"Macédoine du Nord","MKD","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32463.3476911809","31508.6358914285","30301.1512477816","31210.6529323989","33691.1932737684","35775.4677078731","35204.0333064936","35271.0502707588","35437.7101447973","36773.95715034","34634.4700541062","36105.7021058601","37989.7824046186","39857.3132390598","41641.7366998569","42652.3327460812","44111.5074486432","44800.3875294359","43013.2340619291","44505.4595527107","44363.3310179646","43994.0251410673","43229.4079524064","44075.3410149996","44831.6962850036","45050.0353421789","44295.7138385608","44419.8659270519","43692.0908004504","41401.530779832","43674.1947235361","44149.2518391728",
"Mali","MLI","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3970.85448783832","3777.32961312853","3820.65539346658","3883.76670884623","3837.64041865698","4016.6613537138","4113.48549660187","4306.98793495359","4418.87279722049","4282.00751765326","4778.19665587955","4769.58663227145","5034.24870397477","4951.62890998852","5110.17941970696","5182.04377774605","5197.57619736624","5280.87320067159","5372.57151819243","5496.32281135606","5510.26090827753","5337.08107170261","5326.71554002867","5534.64835758887","5705.35318753071","5906.81506933522","6084.00149004242","6174.06964000625","6258.34144479948","6374.48322694895","6190.28127759834","6149.80396286032",
"Malte","MLT","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46321.8334479671","47743.4054109451","49144.1466640377","51283.9292304516","53932.8724618271","55105.8443096634","57221.0185527722","59585.6444099344","61800.8891250657","74260.1559852361","72309.7692236851","73195.6580340183","76034.847474645","77168.9994756072","77790.4699812754","78726.828706335","80343.1505169751","82022.5293688922","80833.4668828395","83406.9635618222","81238.2541451662","81293.9890817578","81549.4970854202","83608.3681461629","88139.7615020478","86508.7594051879","90733.9841600037","89572.5942400045","90355.4727576698","80139.289440829","87090.1086243252","89969.9485269732",
"Myanmar","MMR","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1194.12519396673","1232.10368980323","1307.55759062165","1376.94271125858","1454.89836175108","1529.23955215042","1595.91252598571","1661.11934930735","1781.31858223068","1986.51880705293","2216.30262405142","2460.95507932093","2771.00579217237","3140.97578795929","3557.50211207241","4019.80496927188","4506.89760597581","4988.36968962962","5487.9849752814","6005.08119805564","6396.70229458121","6752.8231634261","7227.42182116176","7758.37946676626","7952.5216812981","8886.211333609","9524.28120756167","9905.76392460849","10742.6279811353","11149.198193148","","",
"Afrique du Nord et Moyen-Orient (hors revenu élevé)","MNA","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28901.0730166509","29418.1411570154","29216.5711488574","28840.8633014008","29103.3786262544","29834.2625409834","29858.0095182985","30817.5451949753","31001.9271873088","32262.0974785945","32461.8757815743","33067.1173032624","32823.5541488431","33505.8692747731","33939.1294279934","34539.741455928","35633.8190720256","36555.7633772399","36511.3069121076","37552.3140874972","37500.7243691255","38433.3375241304","37804.6859731008","38417.0168307658","38551.6370870684","39957.6540309592","40931.080155213","41059.3438982914","40688.1136004286","40791.3850482334","41410.9259388513","41678.3378259932",
"Monténégro","MNE","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46017.9445340547","48460.7173659165","43350.8893143997","45096.3855915413","45336.8370097901","46056.7943784845","47097.3765777897","49316.9184436142","51475.8156962992","51910.529249572","51541.5852151001","53669.5855380826","51395.9188488911","52998.5143626851","54638.4365003329","51623.2702495933","53079.0752187215","50268.0827423366","50600.8377465906","51375.0516748658","52530.4295579548","53274.2693927608","54041.2909598487","50953.3718577273","54969.055917299","56320.8172156435",
"Mongolie","MNG","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13412.2047234262","11798.2908941873","11110.6129231831","11086.2026854953","11563.9698965016","11605.5950229662","11838.9860510343","12011.2026776949","12138.3213499627","12004.936221617","12072.938302749","12368.6976358739","13045.3605691486","14097.4162848883","14824.1998579961","15789.2386991597","17123.6374390689","18539.3932488716","18091.2540930579","18848.9862292503","20941.861439511","23144.3336986158","25770.3033181434","27279.0096104021","27667.4072706402","28932.2324071353","29471.2262158955","31089.2166268566","30665.4171695674","30259.8059485817","31906.8730444871","32744.7931847592",
"Mariannes","MNP","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1035.44957100266","953.752195564363","1023.9953387461","1039.28531943455","1016.56130433503","1094.77723501497","1187.33741070897","1282.31039766946","1406.68118664579","1398.6090804686","1536.59546536333","1646.27140988221","1724.41429533674","1822.82031568557","1904.62323741294","2046.84360242648","2160.05325111045","2270.94437331532","2365.72631796827","2464.32198679677","2582.7114503505","2697.14904011889","2803.98242224116","2923.46494384504","3027.52716233932","3034.7128560821","3040.33387471243","3044.89088386689","3018.95087543294","2924.12570635573","2901.34515067169","2918.33793262594",
"Mauritanie","MRT","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19931.3967927816","19404.0890059879","19574.3441668385","18322.2057134791","19567.9355233073","20408.2973790612","19210.1986946972","19186.4981677072","19312.7047105394","18009.2384869288","17471.0249361275","17405.4228054225","18264.0596549131","18782.3185752631","19994.0213483543","23163.1692760401","22303.492983921","21708.4618288594","21200.7002496664","21256.6207574083","21672.8096284557","22192.7898984646","22794.049961342","23381.7159471249","24225.9403941343","24129.2462194971","25175.4166766534","25619.6343944235","26178.6983535605","25569.9674630363","25438.241348165","25664.85145687",
"Maurice","MUS","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22344.9970515121","23376.451345391","24152.4268385856","24658.2030829307","25348.0623131122","26363.7571805605","27412.388083296","28685.5227270758","29039.7731290026","31082.0639566086","32513.2507939595","32004.8059990937","32297.710653692","34384.2610725308","34841.5850005916","36133.4750763241","38100.6736649831","39118.2920730592","39992.8300438593","41007.2502879523","42857.3034275045","43777.6091883858","44037.1952707064","45234.0017662532","46209.552965614","47919.0243527478","49239.0529825076","51232.4686565613","51915.1393740101","45960.232543316","46661.451605171","50138.4375192847",
"Malawi","MWI","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2397.92133362272","2164.54234601198","2339.02556505461","2129.56138407919","2476.60182248937","2594.35249064712","2628.73218348092","2667.10978104354","2683.61108810421","2662.03284108182","2471.65148908031","2454.8281108616","2534.25350343332","2608.00081853853","2627.83971069535","2719.49204304744","2945.76360877859","3139.25622354177","3368.7936091533","3566.759283016","3707.84892035578","3718.40997731974","3852.14252896306","3995.84859549149","4033.047523036","4055.93634777727","4135.47785755067","4173.14041202529","4250.3318793826","4110.96386600249","4110.60878203236","4002.71404345721",
"Malaisie","MYS","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29857.8997747881","31545.6070299817","33779.4787167343","35610.0160395946","37729.2014137067","39985.9273399838","41552.574675632","37519.8469162444","38678.7386705755","40697.1453042411","39955.7144687743","40893.1046107183","42079.6597090739","43604.7145526131","44580.0526982102","45577.8507956338","46953.282882359","48161.7975709283","45951.168080653","47886.8178644834","48035.0271099467","48655.3828699719","48641.4585103944","50065.9455951306","51470.5660045979","52957.0528447818","54832.9318511169","56047.3707479955","57098.3777425334","54031.9943880676","54468.7346850017","57667.3877602269",
"Amérique du Nord","NAC","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83020.0087879206","85178.8714708057","86135.4376330819","87421.6586612221","88091.2121665411","89761.0633852607","91635.7240780454","94052.8368812709","96906.9948796566","99207.681290015","100162.435015183","102140.693534969","104411.831339091","106924.874326943","108754.105707761","109727.863436998","110815.31286257","110974.782785309","111862.244947164","115201.851998384","116117.275322174","116889.129890589","117881.7358618","118708.25530094","119885.906985595","120036.071680211","120942.75055557","122859.170718791","123873.508324862","127038.324168647","130038.351437477","128036.853127847",
"Namibie","NAM","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25207.6331200415","26200.6054648894","25064.9694475045","24723.917024267","25685.7871624258","26578.383120715","27827.3777982444","27403.7315039116","27018.8942700094","26695.357744248","26422.0038379881","27074.8208277329","27678.5533852421","30401.1748265856","30425.7734944719","31606.2650652577","32392.0030404964","32370.2069847817","31629.2545937455","32628.591521917","32375.4824242614","32156.8916089627","31942.6816358129","33504.6728974601","35406.909257513","35990.2710713391","34678.8637207896","34130.0536744324","33323.047625474","30934.9425532086","31356.2932475012","31944.4618386301",
"Nouvelle-Calédonie","NCL","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2516.99582888717","2486.03714260336","2415.34527686294","2380.82845245602","2358.99792405511","2283.29712191597","2244.87090181695","2390.08067272645","2312.14013352688","2213.63983673456","2298.14853115386","2346.25935009306","2333.33786640091","2279.22575554055","2376.72774321231","2424.54489473088","2407.90270699523","2494.71075704027","2447.10305788401","2552.16625505762","2507.67234735852","2785.69036829043","2874.05231691517","3008.93992581609","3021.96486119396","3071.2352610992","3102.53257217587","3201.75718668334","3266.01609504303","3291.31214962149","3209.03059348798","3410.86842924663",
"Nigéria","NGA","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9877.54086591493","10051.9569065894","9582.94351093227","9150.03814017994","8896.34060936151","9014.34573606344","9031.10716921601","9018.61332811308","8836.11274714301","9038.2283416875","9321.74342651054","10466.6558996815","10961.1933741562","11673.6602521649","12119.862540208","12529.31531058","13016.7073150896","13545.1059592649","14258.8536774577","14999.5259891466","15373.6915068661","16283.8643090223","17697.1878762363","18168.9149870582","18023.143459201","17131.8568292992","16658.5233842264","16379.7585122438","16159.6495319108","15710.173589495","15814.1487252816","15707.9071673471",
"Nicaragua","NIC","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11323.8255437937","11037.4311216559","10686.1096622821","10696.3608306236","10960.6275000871","11222.8005234959","11262.9945591706","11284.2167179093","11702.9246709188","11832.4082168247","11841.7825293087","11611.9474513063","11582.5833324612","11718.6677065492","11753.8529235524","11886.4702268849","12077.7535357102","12302.2755023832","11802.1260197089","11930.0804897502","12154.3028052759","12420.7041171365","12698.9460975606","12862.8414497592","13204.1163866348","13395.5498689825","13632.3687501965","13226.3634256336","12649.2712580932","12511.2850652467","13238.3338823133","13282.796154181",
"Pays-Bas","NLD","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84805.0187323632","83587.19765177","84578.5170149284","86299.7386817221","88095.8366152218","89256.3522627914","89915.7766688119","91370.6995641452","93444.2260491214","94252.9905648191","94171.9992922942","93137.0564566849","93980.3996407553","96261.1507159406","101410.25810779","103329.081380421","104240.233517449","104088.024000843","100109.656307473","102392.397703537","103807.101488442","102354.345770399","103320.942084021","105256.778240533","105934.393368281","106882.59469206","107861.980402445","107903.721629065","107682.74891335","103580.754791811","107352.118595003","108651.021352705",
"Norvège","NOR","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91313.6283374639","94720.7396538024","97371.2800830081","100429.011768936","104048.605416204","105129.206245036","107323.931649551","106973.631846962","108427.744361166","111082.973338635","113074.324362054","113938.238542714","116610.514105191","120698.770578437","123492.242523969","123822.17000515","123291.881197587","120272.758273504","118745.665847847","119954.921168847","119889.504603113","120908.622676471","121307.387077902","122769.693450332","124395.99339164","125996.874057888","128810.132160561","127762.493001685","127719.442555027","126745.618076258","128154.308236888","127582.356897482",
