"Data Source","Indicateurs du développement dans le monde",

"Last Updated Date","2023-07-25",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Europe et Asie centrale","ECS","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54108.9064702458","53225.3030165855","53375.3479226567","53632.3696751445","54670.5529474885","55645.7797703302","57395.3974111157","58487.403537136","59088.8700859755","61150.076606131","62149.6791430367","63055.1143155247","64281.2140539194","66467.9797385147","67653.389358115","69688.1757242187","71304.7525561135","71669.7274872602","69316.8328088987","71080.3919316344","72558.4869840164","72820.0388293473","73504.8287437342","74244.8139853998","74925.168776052","75401.2392494084","76884.6163147311","77984.6890535409","79211.8072500804","76685.9121499305","80570.6066981465","102733.294942388",
"Équateur","ECU","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22178.0989284579","22102.5304054544","22007.5033985677","22303.2947917099","22307.5397119241","22200.2213485254","22330.2419195227","21837.7501044614","20915.8092988388","21061.9860346164","21069.9105979422","21354.0792249365","21379.8267665506","21715.3295328616","22200.9288616215","22254.3771178006","22505.2278238712","23650.3638386917","24341.4381640008","25024.4891955092","26613.0027673291","27150.8385283528","27933.3802894238","28333.2815066303","26509.1532389503","25111.6106656633","24758.8202317916","24887.7140705824","24485.90322237","24972.4385714894","22980.4048089599","22923.215478594",
"Égypte, République arabe d’","EGY","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24840.6944393603","24876.7204399373","25081.2282264018","24827.4993028276","25771.4497636915","26037.9588176745","26844.6922768978","27784.1059032549","27662.4771994721","29704.4379427553","30821.6293522253","32133.3878175395","31831.4436057765","31338.1706294807","31489.5023171037","31960.1659933058","32139.1341157879","33809.7024418886","34571.8357346083","34381.6978422704","35815.0510914564","36322.3534285141","36565.5326227023","37028.6395228036","38769.7756111708","39674.4881519749","41685.1486436947","43736.2377408226","45450.904839077","46941.1608451781","47553.8276003024","48920.0342810332",
"Zone euro","EMU","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80540.5842890166","82445.7439134831","83363.3036878793","86016.9051623138","87681.9136221757","88767.0501796117","90604.9236787702","91985.7240887186","92944.7900408553","94815.121634823","95489.0595844296","95460.9599823445","95164.4810819327","96931.3358761697","96904.2943167895","98223.2621288027","99266.2300846969","98728.6028212944","96140.6297507181","98662.4073531862","100453.98710743","100157.54082015","100354.42993284","101167.485048295","102161.543529955","102309.988935879","103454.00393169","103882.05501743","104344.030419528","99647.1186208587","103761.472622539","104257.354130891",
"Érythrée","ERI","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Espagne","ESP","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83618.367006218","84995.132841881","87649.9016233532","90244.0809175319","90204.568119594","90473.9483871073","90334.9094858191","90560.865595881","89420.0122420383","89657.1754071597","90174.0139237831","89366.077892607","88565.4504008223","88064.6413510462","86051.2915329607","86123.5771988331","86530.2964912031","87764.5004096901","90424.195433361","92366.07536867","93092.3589869964","94378.4676939808","95655.2348387783","95860.3333429573","96731.9968289777","96915.7081170404","97218.6165402274","96990.2794640352","96711.1506012921","88359.9708144846","90256.8690138751","91934.7768344927",
"Estonie","EST","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28734.0284014017","30836.1849305053","35057.3299840277","37091.9873914527","38093.6801390495","42256.0324157331","45404.8460549498","47668.1811889386","50428.5386213164","53073.7886343101","57088.6105124396","59518.436578628","63338.4701104578","60181.0662565402","56772.6755281537","60902.4712625872","61633.9054882407","62327.1674392363","62589.2952744442","64062.9633815544","63879.3229167838","65447.5997550227","67815.2850076053","69636.8809453741","71736.6032651811","73226.9700703936","78131.5085779768","73779.510474784",
"Éthiopie","ETH","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1695.82775036991","1492.42569439491","1634.78832381868","1636.78320923999","1676.78996365629","1820.30329495336","1817.76023364214","1700.84235839438","1730.96785506105","1771.17668681329","1848.32263432038","1806.41825935445","1700.05514046447","1855.16386006397","1995.80412246041","2141.64773878087","2309.02142798442","2474.28174839383","2602.41738033388","2827.30649299383","3031.69821735544","3175.88855369396","3387.55239634855","3613.05999554906","3860.05759356811","4087.54563291795","4334.55964765939","4487.04391307515","4717.12688296351","4934.1241933334","5001.24011885586","5099.18834038175",
"Union européenne","EUU","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68323.8311516111","69653.2257318087","70594.2155783336","72922.2231370841","74641.8269725586","75995.8301294695","77395.5731900702","78819.383219552","80199.0867610631","82613.3085145359","83766.91817661","84904.6223167339","85171.6470036099","87251.4615022451","87745.8547058852","89196.6638416346","90286.1966637465","90085.089014146","87852.4609160806","90175.583964407","92097.6936224081","91861.5011861309","92079.1093381134","92820.6778210853","94039.8503641389","94442.6727228721","95726.6860127893","96674.3779342883","97589.4226852726","93618.4702704031","98109.9838544031","99104.1933811881",
"Fragile et les situations de conflit touchées","FCS","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12148.3078060057","11488.2077242101","10599.8994433022","9363.16666811666","8894.14839997087","8793.75841492072","8936.79674997299","9154.99606721451","9243.91592076603","9553.11410004729","9819.05326790452","10056.0989811754","10050.0863071604","10937.9849621814","11250.2208466083","11693.5873488554","12191.980886171","12521.3259848099","12295.8081621583","12848.7161696594","12683.2198089179","13328.3677049004","13589.1670486331","13433.8783424438","13275.3351133024","13401.6239422487","13530.747959031","13589.0897632129","13629.4663850065","13090.3438343586","14296.8970430266","14416.4091755775",
"Finlande","FIN","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64372.9804369044","66821.2371545122","70562.559105879","74146.0399826154","78490.9661230758","80282.2287927833","83123.577031736","85339.1203812155","86123.0766676503","89953.6243330976","90612.2853651198","91889.0176060038","93698.8332533437","97621.9212945427","97411.8984963377","99569.2400296161","102823.390113606","102005.129781826","96654.1823339816","100283.336258779","101579.707776493","99789.5498692379","99962.4349389614","99964.2306492309","100948.744390103","103339.861126813","105590.141209893","104031.614159917","104207.793840515","103223.17152094","105309.777733121","104725.759750619",
"Fidji","FJI","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21968.4851520433","23161.6372621652","23504.8546149664","24520.5434140925","24940.4966807783","25816.6120035295","24888.5203174194","24714.6276784998","26335.8373450243","25530.0971437693","25605.8471173122","26037.4011921415","25959.4421493951","26944.1687067344","27183.0705264513","26790.45917868","25772.18343982","25314.9115342509","24371.4429920219","24486.4357975903","24597.6093270197","25352.8234303403","27001.679630113","29062.7516760455","30607.3644226925","31622.7554698984","33245.3296806546","34462.7821964777","34191.2362378622","28870.1815908963","27191.0864002074","30896.8112717341",
"France","FRA","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84128.05944865","85727.7597769838","85757.4530417567","88650.0383374158","89259.6720214292","89986.9145093846","92280.6902255233","94528.6750460274","96568.175734587","97732.8216269054","97480.6531749044","97510.2773531006","95906.0042513086","98725.7428584726","99085.5310086362","100855.120311216","101499.102026823","100373.184729039","98448.1069944373","100174.376950424","102276.156940188","102387.67105743","103081.109911899","104567.219676404","105513.505129324","106267.667501745","107795.487626424","108822.545200948","110229.561570769","102117.269033282","105817.225869423","106726.006193487",
"Îles Féroé","FRO","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronésie, États fédérés de","FSM","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76310.6139587098","72133.0990338206","72810.1310979881","73416.9815434671","74883.4069958215","75396.3572613866","77380.2960030377","77787.3861139667","68974.5887118813","65551.0664875362","64871.603764065","62761.0307039131","62124.6826458076","60565.8897497229","60097.1929794365","57099.2399104195","58893.3963438769","55618.5565196166","54177.123674944","56339.7907788027","58212.8926287619","59133.7080295302","60265.8072686539","60789.0149827333","61231.7554138513","60697.3105241003","59393.8606594015","58401.1362013641","59182.3459153915","60369.2593380999","59221.1432134979","58500.7400329359",
"Royaume-Uni","GBR","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66643.5340550984","68057.657068861","70708.1924728662","72882.4848274587","73915.4845106875","74535.4773314701","76520.8146955271","78044.5393416377","80016.5610908564","82101.4364820462","83087.9000864013","83958.9546523858","85637.9167961304","86733.0990012586","87832.4784024052","88843.2871325075","90430.1838000958","89497.4779340565","86808.1138119871","88740.3594792668","89261.4028529885","89568.7684575409","90066.174211582","90810.9403745931","91413.2984218912","92020.9204438068","93276.8466767731","93753.3256946597","94232.3233306173","84633.754884786","92258.7445834348","94384.4823337793",
"Géorgie","GEO","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18032.1239309645","10058.4767189881","6989.46868758379","6493.46285368655","6895.85424164422","8414.90217087562","9711.06168070518","10646.7557072513","10927.7843586134","11222.6979179719","11526.5756148605","12610.6653116192","13594.09521543","14821.0934864606","16623.363449715","18640.6015384919","20534.6470304444","22125.1444914335","21865.1674973312","22920.6163729734","24361.2107619175","25602.0980743693","26712.4424922423","27069.4453947723","27228.0784497827","28316.3682470225","29858.7545716551","32093.1320290022","33971.7708142703","31553.198615704","35030.9714807521","38250.2680267328",
"Ghana","GHA","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5908.84561352447","6058.92421697282","6217.69469418174","6289.23937264957","6406.51216889031","6555.18566036391","6674.83550121509","6818.7641610723","7055.49295681729","7137.21330960515","7125.86812576626","7143.57915192977","7218.70393359467","7333.68297378496","7481.42075651929","7675.79452445106","7825.48330725906","8342.90880730199","8569.70156995655","9064.11716032421","10009.3859925581","10613.7456760292","11045.4650314504","11407.504253989","11700.3692971929","11577.0265554189","11980.7766016512","12419.3470726258","12914.745125555","12816.1679058723","13135.2078125335","13189.3831482532",
"Gibraltar","GIB","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinée","GIN","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4314.1135535635","4318.113041747","4402.86990888907","4449.38088178433","4531.55719413149","4601.96446918629","4764.07922143827","4872.22423850698","4955.66714088462","5001.33777214536","5147.08875290621","5345.85033365094","5342.36111406131","5399.71167753145","5507.11457453386","5512.57392034507","5792.8608797147","5934.2314619502","5775.46499690901","5945.68227346588","6172.12145362611","6426.8921228176","6574.59398368488","6706.63782710368","6845.5962292186","7447.29850814353","8081.16090317131","8464.34615765637","8795.38080289287","9131.08741237304","9221.6912378563","9354.6701399897",
"Gambie","GMB","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7168.19065677545","7116.30115762943","7075.31259680714","6879.41840274712","6742.86249118067","6693.9573043458","6815.07214687381","6849.33157687908","7067.48976152","7234.05367955121","7422.01879696335","6975.99675734773","7222.80387367532","7513.11689954384","7138.85767530637","6885.3536169524","6872.87333410724","7071.52307237567","7307.64111440072","7501.49617881846","6699.11088418951","6807.51769892033","6684.42247759678","6292.99368691266","6244.67950512989","6079.76494503069","6083.35596807748","6227.92543087516","6415.7680654183","6368.21570791429","6355.04941494577","6375.95638108177",
"Guinée-Bissau","GNB","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6946.33297438491","6798.52949617629","6696.59663994684","6682.90759864301","6781.54201510848","7369.46456737772","7665.81408339436","5401.28734863001","5328.09335205818","5486.2381956361","5473.41875860503","5290.68846323888","5194.02415585658","5211.09846886941","5307.72099217932","5302.78894124786","5342.62495772075","5375.93294711033","5413.97022082002","5513.00263199761","5792.47795542868","5536.30755779961","5552.48568541559","5447.94300376742","5616.56205587278","5797.00743326128","5963.74202510374","5867.87443411122","5954.19796686485","5720.20655265639","5758.55073583123","5745.25456991689",
"Guinée équatoriale","GNQ","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2884.79248213371","3770.06984948273","4055.89922784318","4581.15246088629","5204.87411205533","8382.0028217672","20236.1845723281","24144.225944326","29188.4739781929","32998.7952915693","51335.9656064017","58234.9393236595","62865.3449550729","82000.2440477366","90539.4416992231","92341.1892889365","100980.311715902","113013.1025255","109175.088568077","95198.1189847343","96837.4715778104","100418.444004875","92311.4914674602","89140.7373837335","78143.9245817171","68757.4826697909","62732.1132174101","56871.8238818778","52050.2836902232","50447.7672734469","48299.7572364675","47667.7012590062",
"Grèce","GRC","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67017.049956886","65708.3044945135","64370.905448482","64274.4174614361","64522.6219160133","65269.1047031619","67733.1093225041","69175.8558284788","71121.1679997404","72966.5294984915","75968.4932163209","77534.9910488002","80614.15942494","84114.0366443636","84317.2000567454","87706.5345119437","90187.6916090295","89248.7036079599","86449.8793205114","84572.4640622689","82247.4314821451","84016.6245474302","86380.1504581789","86610.2734498785","85028.3270993887","83352.6574268494","82430.5966117915","81977.5508999564","81383.2802422361","74611.6742969812","80038.7971699335","80655.2562595866",
"Grenade","GRD","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Groenland","GRL","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16922.2320866888","17198.2934797157","17352.6778287272","17537.7811063163","17877.7895968418","17916.835088966","18166.9032269451","18516.8819094794","18685.7049435758","18809.6994234777","18728.8533210561","18887.3716800765","18838.0552069325","18897.1116211322","19107.6520390381","19700.566406583","20511.4624894726","20775.4971502551","20474.9481866549","20634.1088301261","20493.7092290316","19294.0991564677","21114.2974808791","21232.0649590349","21544.6047737304","21557.6376698768","21565.3263604199","21888.8581534307","22716.9403130712","22852.4560566101","23691.0931130941","23710.4122767528",
"Guam","GUM","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15561.7075335549","16602.3641345148","17780.5323654823","19322.2680947178","20354.7117317212","22035.7450540791","23502.9484384628","23248.4964031869","24031.1742403432","23837.9162757862","24477.875325395","24861.3757976842","24628.0465145758","24865.9302745252","24239.5103017058","25291.0496672471","27061.5926427975","27535.8052690486","28509.7593863436","29703.4106837801","31279.5990252111","32849.3869368906","33900.0820139216","34394.15821225","34554.3354555594","35776.8744355498","37060.8952399056","37507.2743113145","41564.6382148855","61884.8513505238","72266.915535805","109801.367618931",
"Revenu élevé","HIC","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71539.4862423271","72894.0041681773","73851.512689235","75566.4600376395","76876.2051064999","78400.5519017587","79923.9174929164","81454.0467368239","83275.4231523356","85571.616674338","86365.8377620596","87657.5454477926","89104.847530419","91382.4206313509","92622.4682914983","93862.5153446783","94917.0965348199","94714.2698223073","93205.2223745548","95896.4887932356","97246.0911242702","97810.8017041097","98530.7676958692","99257.22114802","100339.550577999","100688.77901794","101697.84573045","102651.260636544","103126.095380031","101392.986461594","105357.279245519","105711.691946886",
"Chine, RAS de Hong Kong","HKG","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61026.2227690698","65318.8244045474","67699.7576747139","69751.1436303408","71143.9283580213","70523.4900664844","72777.6879984083","69063.7130289069","71769.7019246466","75903.3702468578","74560.3621965996","76379.5353259096","79547.8028652373","84308.8626658847","88780.2378409177","92549.5031219024","96471.2098948951","97604.6193326125","96435.3626467979","102692.113074908","104611.808214025","104140.324401919","105756.754267792","108052.682228256","109482.808828619","111508.778351039","114790.832497858","116787.028787703","115429.66450716","113529.489345854","121398.118306161","118615.450328204",
"Honduras","HND","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10865.901943573","10948.6387201062","11252.4868085191","10931.9785405155","11192.3051668318","11153.4270264978","11137.2620486436","11233.6175299654","10794.0637999312","11460.0448230884","11498.5580953584","11641.9210455277","12040.2629196997","12579.7796521319","12880.3931859341","13499.7634681419","14039.9540447194","14018.7198239375","13000.8035732363","12950.1236317758","13565.5939829061","13912.0826897336","13196.3605455899","13094.9152228338","13088.6868259515","13462.1383659447","13339.2925213609","13020.2880397749","13455.4439521643","13545.254507242","14050.6336915847","13905.0345476823",
"Pays pauvres très endettés (PPTE)","HPC","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4936.88100550311","4776.68312696268","4683.97646154204","4549.59758659158","4632.5895581138","4740.09907744552","4890.05518248683","4920.82733932184","4938.87428046208","4952.36075198487","5005.28606324825","5015.0812255534","5062.64178816205","5180.06824909484","5303.9209289717","5459.14628298633","5617.44888346305","5781.02989607179","5833.53886316548","6045.69948350348","6133.14993427555","6162.78083644748","6314.00109204173","6494.15258832238","6608.05168402702","6690.25723748299","6810.13752675404","6861.55087410623","6940.28715517138","6899.2739355874","7072.70443740259","7128.58083858723",
"Croatie","HRV","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37311.4162535635","40192.2205689489","43249.0939957408","45453.0869345919","46771.3473096677","50484.1272545181","54360.6177825389","57387.5306091082","60638.5525582216","61728.0830686184","65323.4946062168","67821.0998270885","65141.4448987946","65127.4273355898","60882.1809008131","62468.8353004072","64899.745753882","65718.2405623475","67233.4668609841","65174.0039756025","65910.4225759927","68042.1990677929","69260.919872195","70209.8544260193","71712.8903038601","66534.145285769","77399.8636149567","81420.6241022228",
"Haïti","HTI","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10164.2810661768","9489.15418706314","8833.06189774477","7657.56160377776","8249.65864040897","8462.85729579912","8552.82253795743","8596.44106521213","8681.34533839896","8725.82599118338","8573.07249669141","8537.85204773582","8705.05050830241","8479.66876645786","8609.65444931249","8628.09112495205","8893.94285139491","8819.78756019411","9012.88629541369","8284.63847395187","8454.12982713433","8280.16453623527","8439.11770302444","8498.87615887974","8439.52306104499","8422.37730508648","8462.88891722523","8444.55977336476","8170.53676794186","7959.60392315815","7671.24045407369","7379.0198537233",
"Hongrie","HUN","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41536.6174547952","40742.9260066963","42987.4898726749","44919.629416976","46016.615772541","46940.4543651087","48511.6146519766","49549.2915644268","48999.7062028316","50647.2972332993","52659.7892298567","55047.4382204289","56449.6701194136","59647.7584390987","62090.8557180971","63996.85096801","64359.9401615287","65768.8505571677","63096.5928706647","64090.8123267751","65011.0533609433","63467.9913083108","63514.7866161116","62802.824010313","63375.939008322","62728.9461843076","64253.0331911644","66915.2754784728","69553.5511294451","67317.0373913365","69136.89363982","71458.5372118293",
"BIRD seulement","IBD","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12027.0619700979","11878.5981832499","12032.910129418","12141.3452707703","12389.2342100673","12815.9303181705","13172.6053315343","13192.1138728626","13435.2220097744","13942.2462590747","14285.9546301385","14783.4040264381","15484.2627055645","16396.8679408708","17293.4613245667","18356.3308116577","19589.7941180616","20417.3092383741","20711.927692056","21994.8461757426","23022.1123180478","23973.7904791788","25026.2162644747","26014.5893973599","26987.5260855506","28129.041804829","29449.2950592785","30706.2880679528","31280.0347021431","31949.961309703","32992.2614753278","34975.672862805",
"BIRD et IDA","IBT","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11094.3370097317","10957.9017779444","11059.0886372852","11116.8375011277","11323.8293908824","11683.9034308921","11978.8005707129","11990.1735811955","12187.265291857","12609.0932286657","12889.073074641","13299.8892829804","13880.7536610432","14654.4215194803","15409.0534035004","16305.8523662641","17343.7233382023","18032.8453754905","18277.4576469314","19328.5155810093","20167.051126045","20955.3731304898","21825.9557678935","22632.3273490457","23389.2611913137","24259.9976078941","25252.6739588412","26206.492443117","26654.9781511128","26980.592676468","28130.9139940528","29458.7743607206",
"IDA totale","IDA","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6551.26879206501","6515.82335337988","6420.527190487","6302.8306958453","6372.2357787886","6486.51316241573","6546.9230629724","6580.33741500199","6615.05289262963","6700.17253655275","6799.15934901025","6944.00492285825","7111.25492128912","7385.49964680076","7644.51680632518","7927.28192157824","8226.39349959906","8453.94883881254","8653.1791504618","8935.93136184611","9163.45227562461","9409.17914250218","9752.73033375799","10091.4535920019","10301.0415335235","10475.2409584132","10647.1554461565","10865.6735352387","11019.0441025453","10944.4803794356","11579.2214203337","11706.7805621051",
"IDA mélange","IDB","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10299.0950622549","10377.1635710433","10155.6299279158","10015.1888477853","10041.7433593852","10147.6034895562","9969.84836425605","9967.79256906103","9893.02740204654","9918.59246364101","10005.3347947469","10311.5639176458","10555.6922921464","11030.3601718025","11417.8629307748","11794.1957299848","12121.0496680127","12267.0428185888","12563.9765701966","12863.2415776751","13105.8201376032","13571.2898491022","14218.3471542368","14644.3123684138","14859.3653131335","14902.6503507558","15020.6641609634","15318.0353611832","15338.045178165","15074.785906228","15270.2206994801","15508.5381399375",
"Indonésie","IDN","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11399.3560190891","11783.192863404","12372.3092450119","12963.5311839786","13716.1155576912","14471.8937716591","14891.7023875521","12636.5886726872","12524.7916564384","12729.7466939504","13060.3817402671","13704.6169332231","14175.9168297921","14733.8824361905","15726.2027974603","16298.0443503293","16624.6248464275","17154.9429657087","17552.1330993355","18117.8906727087","18758.8348448975","19302.7506902093","20244.6880005007","20936.1890081155","21771.9899764934","22602.7512059448","23179.8958880197","23878.4254868999","24343.9972111076","24022.3886463724","25121.448090302","25825.7719814661",
"IDA seulement","IDX","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4904.52563998778","4810.49306317989","4787.58315055525","4681.8060133858","4782.19743290411","4887.90814293628","5042.52297742578","5094.513226503","5171.12504664994","5268.36497549306","5361.07986920821","5422.32912514099","5550.23317290753","5727.58921792979","5932.06627960545","6175.02223630937","6451.32798127447","6714.04250668497","6854.22992815896","7123.2423915849","7342.84097119831","7513.90193607865","7757.81635246027","8051.96840834896","8258.26871505886","8508.42276017328","8730.43323157291","8927.24369910219","9145.17275396201","9160.06384036044","9850.57361781839","9929.58784055457",
"Île de Man","IMN","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Inde","IND","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5723.81631010571","5901.14313231002","6034.8604344609","6285.20339917835","6549.20561360518","6821.85087962589","6870.40307272336","7071.2748832348","7463.12084042062","7503.69322463515","7765.45974566841","7957.58558568371","8488.30498441804","9055.39799883698","9667.41404883415","10213.1161055895","10752.5113509415","10833.8874740771","11452.5197825791","12165.8092351609","12680.3282602872","13260.2665975481","14082.0248138997","15109.637836101","16309.920500368","17651.3321504497","18849.9183205037","20097.5600162276","19538.3972946181","19312.5985691724","20059.1361014131","20716.9518705516",
"Non classifié","INX","PIB par personne employée (dollars PPA constants de 2011)","SL.GDP.PCAP.EM.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
