"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"SE.PRM.CMPT.ZS","Taux d’achèvement de l’école primaire, total (% du groupe d’âge pertinent)","Taux d’achèvement de l’école primaire : Garçons correspond au total des nouveaux élèves masculins entrant au dernier niveau du primaire, quel que soit l'âge et exprimé en pourcentage de la population masculine totale de la tranche d'âge d'entrée théorique au dernier niveau du primaire. Cet indicateur est aussi connu en tant que « taux brut d'admission au dernier niveau du primaire ». Ce rapport peut dépasser 100 % en raison d'enfants surâgés et sous-âgés à la suite d'une scolarisation au primaire tardive ou précoce et/ou de redoublement.  ","Institut de statistique de l'UNESCO",
